Title,StoreId,ArticleType,Authors,companies,copyright,documentType,entryDate,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,URL,FindACopy,Database
For Merit: [Op-Ed]: [Op-Ed],2709476889,newspapers,"Nomani, Asra Q",," Copyright New York Times Company Sep 4, 2022"," Opinions , Commentary"," Sep 4, 2022", English, English, SR.7," New York, N.Y.","Sep 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/merit-op-ed/docview/2709476889/se-2?accountid=14026, https://www.nytimes.com/2022/09/01/opinion/us-school-merit.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=For+Merit%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Nomani%2C+Asra+Q&amp;rft.aulast=Nomani&amp;rft.aufirst=Asra&amp;rft.date=2022-09-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.7&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
For Making Citizens: [Op-Ed]: [Op-Ed],2709476876,newspapers,"Mcghee, Heather C; Ray, Victor",," Copyright New York Times Company Sep 4, 2022"," Opinions , Commentary"," Sep 4, 2022", English, English, SR.8," New York, N.Y.","Sep 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/making-citizens-op-ed/docview/2709476876/se-2?accountid=14026, https://www.nytimes.com/2022/09/01/opinion/us-school-citizenship.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=For+Making+Citizens%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Mcghee%2C+Heather+C%3B+Ray%2C+Victor&amp;rft.aulast=Mcghee&amp;rft.aufirst=Heather&amp;rft.date=2022-09-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
For Everyone: [Op-Ed]: [Op-Ed],2709476860,newspapers,"Kamenetz, Anya",," Copyright New York Times Company Sep 4, 2022"," Commentary , Opinions"," Sep 4, 2022", English, English, SR.2," New York, N.Y.","Sep 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/everyone-op-ed/docview/2709476860/se-2?accountid=14026, https://www.nytimes.com/2022/09/01/opinion/us-school-history.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=For+Everyone%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Kamenetz%2C+Anya&amp;rft.aulast=Kamenetz&amp;rft.aufirst=Anya&amp;rft.date=2022-09-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
For Social Mobility: [Op-Ed]: [Op-Ed],2709476843,newspapers,"Friedman, John N",," Copyright New York Times Company Sep 4, 2022"," Commentary , Opinions"," Sep 4, 2022", English, English, SR.4," New York, N.Y.","Sep 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/social-mobility-op-ed/docview/2709476843/se-2?accountid=14026, https://www.nytimes.com/2022/09/01/opinion/us-school-social-mobility.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=For+Social+Mobility%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Friedman%2C+John+N&amp;rft.aulast=Friedman&amp;rft.aufirst=John&amp;rft.date=2022-09-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.4&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Three Parents on Why They Became School Activists: [Op-Ed]: [Op-Ed],2709476840,newspapers,,," Copyright New York Times Company Sep 4, 2022"," Commentary , Opinions"," Sep 4, 2022", English, English, SR.11," New York, N.Y.","Sep 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/three-parents-on-why-they-became-school-activists/docview/2709476840/se-2?accountid=14026, https://www.nytimes.com/2022/08/31/opinion/a-breach-of-trust-three-parents-on-why-they-became-school-activists.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Three+Parents+on+Why+They+Became+School+Activists%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=2022-09-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.11&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
The Founders Should Not Have the Last Word: [Op-Ed]: [Op-Ed],2709225222,newspapers,"Appelbaum, Binyamin",," Copyright New York Times Company Sep 3, 2022"," Opinions , Commentary"," Sep 3, 2022", English, English, A.19," New York, N.Y.","Sep 3, 2022",New York Times,2022,https://www.proquest.com/newspapers/founders-should-not-have-last-word-op-ed/docview/2709225222/se-2?accountid=14026, https://www.nytimes.com/2022/09/02/opinion/chile-new-constitution-referendum.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=The+Founders+Should+Not+Have+the+Last+Word%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Appelbaum%2C+Binyamin&amp;rft.aulast=Appelbaum&amp;rft.aufirst=Binyamin&amp;rft.date=2022-09-03&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.19&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
How to Have Fun Again: [Op-Ed]: [Op-Ed],2709225209,newspapers,"Macnaughton, Wendy",," Copyright New York Times Company Sep 3, 2022"," Opinions , Commentary"," Sep 3, 2022", English, English, A.18," New York, N.Y.","Sep 3, 2022",New York Times,2022,https://www.proquest.com/newspapers/how-have-fun-again-op-ed/docview/2709225209/se-2?accountid=14026, https://www.nytimes.com/2022/09/02/opinion/how-to-have-fun.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=How+to+Have+Fun+Again%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Macnaughton%2C+Wendy&amp;rft.aulast=Macnaughton&amp;rft.aufirst=Wendy&amp;rft.date=2022-09-03&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.18&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
The Right to Keep Private Pain Private: [Op-Ed]: [Op-Ed],2708907902,newspapers,"Judd, Ashley",," Copyright New York Times Company Sep 2, 2022"," Commentary , Opinions"," Sep 2, 2022", English, English, A.18," New York, N.Y.","Sep 2, 2022",New York Times,2022,https://www.proquest.com/newspapers/right-keep-private-pain-op-ed/docview/2708907902/se-2?accountid=14026, https://www.nytimes.com/2022/08/31/opinion/ashley-judd-naomi-suicide.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=The+Right+to+Keep+Private+Pain+Private%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Judd%2C+Ashley&amp;rft.aulast=Judd&amp;rft.aufirst=Ashley&amp;rft.date=2022-09-02&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.18&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
The Day Gorbachev Made D.C. Stand Still: [Op-Ed]: [Op-Ed],2708907895,newspapers,"Dowd, Maureen",," Copyright New York Times Company Sep 2, 2022"," Opinions , Commentary"," Sep 2, 2022", English, English, A.19," New York, N.Y.","Sep 2, 2022",New York Times,2022,https://www.proquest.com/newspapers/day-gorbachev-made-d-c-stand-still-op-ed/docview/2708907895/se-2?accountid=14026, https://www.nytimes.com/2022/09/01/opinion/gorbachev-white-house-reagan.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=The+Day+Gorbachev+Made+D.C.+Stand+Still%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Dowd%2C+Maureen&amp;rft.aulast=Dowd&amp;rft.aufirst=Maureen&amp;rft.date=2022-09-02&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.19&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Can You Drown Government in an Empty Bathtub?: [Op-Ed]: [Op-Ed],2708907841,newspapers,"Krugman, Paul", Republican Party," Copyright New York Times Company Sep 2, 2022"," Opinions , Commentary"," Sep 2, 2022", English, English, A.18," New York, N.Y.","Sep 2, 2022",New York Times,2022,https://www.proquest.com/newspapers/can-you-drown-government-empty-bathtub-op-ed/docview/2708907841/se-2?accountid=14026, https://www.nytimes.com/2022/09/01/opinion/jackson-mississippi-water-shortage.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Can+You+Drown+Government+in+an+Empty+Bathtub%3F%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Krugman%2C+Paul&amp;rft.aulast=Krugman&amp;rft.aufirst=Paul&amp;rft.date=2022-09-02&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.18&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Fauci Ultimately Failed on Covid-19: [Op-Ed]: [Op-Ed],2708633260,newspapers,"Schulman, Ari", National Institutes of Health," Copyright New York Times Company Sep 1, 2022"," Opinions , Commentary"," Sep 1, 2022", English, English, A.18," New York, N.Y.","Sep 1, 2022",New York Times,2022,https://www.proquest.com/newspapers/fauci-ultimately-failed-on-covid-19-op-ed/docview/2708633260/se-2?accountid=14026, https://www.nytimes.com/2022/08/30/opinion/why-anthony-faucis-covid-legacy-is-a-failure.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Fauci+Ultimately+Failed+on+Covid-19%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Schulman%2C+Ari&amp;rft.aulast=Schulman&amp;rft.aufirst=Ari&amp;rft.date=2022-09-01&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.18&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
I've Changed My Mind About Canceling Debt: [Op-Ed]: [Op-Ed],2708633243,newspapers,"Dynarski, Susan", Department of Education," Copyright New York Times Company Sep 1, 2022"," Commentary , Opinions"," Sep 1, 2022", English, English, A.19," New York, N.Y.","Sep 1, 2022",New York Times,2022,https://www.proquest.com/newspapers/ive-changed-my-mind-about-canceling-debt-op-ed/docview/2708633243/se-2?accountid=14026, https://www.nytimes.com/2022/08/30/opinion/student-loan-debt-relief-biden.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=I%27ve+Changed+My+Mind+About+Canceling+Debt%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Dynarski%2C+Susan&amp;rft.aulast=Dynarski&amp;rft.aufirst=Susan&amp;rft.date=2022-09-01&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.19&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Rejecting the Cult of the Confederacy: [Op-Ed]: [Op-Ed],2700467292,newspapers,"Staples, Brent", Congress-US," Copyright New York Times Company Aug 11, 2022"," Opinions , Commentary"," Aug 11, 2022", English, English, A.18," New York, N.Y.","Aug 11, 2022",New York Times,2022,https://www.proquest.com/newspapers/rejecting-cult-confederacy-op-ed/docview/2700467292/se-2?accountid=14026, https://www.nytimes.com/2022/08/10/opinion/military-bases-renaming-commission.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Rejecting+the+Cult+of+the+Confederacy%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Staples%2C+Brent&amp;rft.aulast=Staples&amp;rft.aufirst=Brent&amp;rft.date=2022-08-11&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.18&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Guatemala's Corrupt Officials Target the Press: [Op-Ed]: [Op-Ed],2700187556,newspapers,"Goldman, Francisco",," Copyright New York Times Company Aug 10, 2022"," Opinions , Commentary"," Aug 10, 2022", English, English, A.21," New York, N.Y.","Aug 10, 2022",New York Times,2022,https://www.proquest.com/newspapers/guatemalas-corrupt-officials-target-press-op-ed/docview/2700187556/se-2?accountid=14026, https://www.nytimes.com/2022/08/09/opinion/guatemalas-corrupt-officials-train-their-sights-on-the-press.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Guatemala%27s+Corrupt+Officials+Target+the+Press%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Goldman%2C+Francisco&amp;rft.aulast=Goldman&amp;rft.aufirst=Francisco&amp;rft.date=2022-08-10&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.21&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
The Lawless G.O.P. Response to the Raid at Mar-a-Lago: [Op-Ed]: [Op-Ed],2700187517,newspapers,"Fredrickson, Caroline"," Republican Party , Mar-a-Lago Club , Federal Bureau of Investigation--FBI"," Copyright New York Times Company Aug 10, 2022"," Commentary , Opinions"," Aug 10, 2022", English, English, A.20," New York, N.Y.","Aug 10, 2022",New York Times,2022,https://www.proquest.com/newspapers/lawless-g-o-p-response-raid-at-mar-lago-op-ed/docview/2700187517/se-2?accountid=14026, https://www.nytimes.com/2022/08/09/opinion/trump-mar-a-lago-raid-republicans.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=The+Lawless+G.O.P.+Response+to+the+Raid+at+Mar-a-Lago%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Fredrickson%2C+Caroline&amp;rft.aulast=Fredrickson&amp;rft.aufirst=Caroline&amp;rft.date=2022-08-10&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.20&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Don't Give Me a Gun to Protect My Students: [Op-Ed]: [Op-Ed],2700187515,newspapers,"Fennelly, Beth Ann",," Copyright New York Times Company Aug 10, 2022"," Opinions , Commentary"," Aug 10, 2022", English, English, A.21," New York, N.Y.","Aug 10, 2022",New York Times,2022,https://www.proquest.com/newspapers/dont-give-me-gun-protect-my-students-op-ed/docview/2700187515/se-2?accountid=14026, https://www.nytimes.com/2022/08/08/opinion/teachers-guns-schools.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Don%27t+Give+Me+a+Gun+to+Protect+My+Students%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Fennelly%2C+Beth+Ann&amp;rft.aulast=Fennelly&amp;rft.aufirst=Beth&amp;rft.date=2022-08-10&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.21&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Chinese No Longer Recognize the America We Once Admired: [Op-Ed]: [Op-Ed],2700187504,newspapers,"Wang, Wen", North Atlantic Treaty Organization--NATO," Copyright New York Times Company Aug 10, 2022"," Opinions , Commentary"," Aug 10, 2022", English, English, A.20," New York, N.Y.","Aug 10, 2022",New York Times,2022,https://www.proquest.com/newspapers/chinese-no-longer-recognize-america-we-once/docview/2700187504/se-2?accountid=14026, https://www.nytimes.com/2022/08/09/opinion/china-us-relations.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Chinese+No+Longer+Recognize+the+America+We+Once+Admired%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Wang%2C+Wen&amp;rft.aulast=Wang&amp;rft.aufirst=Wen&amp;rft.date=2022-08-10&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.20&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
We Will All End Up Paying for Someone Else's Beach House: [Op-Ed]: [Op-Ed],2699862683,newspapers,"Wilkinson, Francis"," Army Corps of Engineers , Federal Emergency Management Agency"," Copyright New York Times Company Aug 9, 2022"," Opinions , Commentary"," Aug 9, 2022", English, English, A.22," New York, N.Y.","Aug 9, 2022",New York Times,2022,https://www.proquest.com/newspapers/we-will-all-end-up-paying-someone-elses-beach/docview/2699862683/se-2?accountid=14026, https://www.nytimes.com/2022/08/08/opinion/climate-change-beach-house-erosion.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=We+Will+All+End+Up+Paying+for+Someone+Else%27s+Beach+House%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Wilkinson%2C+Francis&amp;rft.aulast=Wilkinson&amp;rft.aufirst=Francis&amp;rft.date=2022-08-09&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.22&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
When Sexual Liberation Is Oppressive: [Op-Ed]: [Op-Ed],2699862665,newspapers,"Goldberg, Michelle",," Copyright New York Times Company Aug 9, 2022", Commentary," Aug 9, 2022", English, English, A.23," New York, N.Y.","Aug 9, 2022",New York Times,2022,https://www.proquest.com/newspapers/when-sexual-liberation-is-oppressive-op-ed/docview/2699862665/se-2?accountid=14026, https://www.nytimes.com/2022/08/08/opinion/aronowitz-bad-sex-book.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=When+Sexual+Liberation+Is+Oppressive%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Goldberg%2C+Michelle&amp;rft.aulast=Goldberg&amp;rft.aufirst=Michelle&amp;rft.date=2022-08-09&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.23&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Bolsonaro Has Many Good Reasons to Fear That Prison Is in His Future: [Op-Ed]: [Op-Ed],2699862663,newspapers,"Barbara, Vanessa", Congress," Copyright New York Times Company Aug 9, 2022", Commentary," Aug 9, 2022", English, English, A.22," New York, N.Y.","Aug 9, 2022",New York Times,2022,https://www.proquest.com/newspapers/bolsonaro-has-many-good-reasons-fear-that-prison/docview/2699862663/se-2?accountid=14026, https://www.nytimes.com/2022/08/08/opinion/bolsonaro-brazil-prison-election.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Bolsonaro+Has+Many+Good+Reasons+to+Fear+That+Prison+Is+in+His+Future%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Barbara%2C+Vanessa&amp;rft.aulast=Barbara&amp;rft.aufirst=Vanessa&amp;rft.date=2022-08-09&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.22&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Did Democrats Just Save Civilization?: [Op-Ed]: [Op-Ed],2699862659,newspapers,"Krugman, Paul"," Senate , Democratic Party"," Copyright New York Times Company Aug 9, 2022"," Commentary , Opinions"," Aug 9, 2022", English, English, A.23," New York, N.Y.","Aug 9, 2022",New York Times,2022,https://www.proquest.com/newspapers/did-democrats-just-save-civilization-op-ed/docview/2699862659/se-2?accountid=14026, https://www.nytimes.com/2022/08/08/opinion/climate-inflation-bill.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Did+Democrats+Just+Save+Civilization%3F%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Krugman%2C+Paul&amp;rft.aulast=Krugman&amp;rft.aufirst=Paul&amp;rft.date=2022-08-09&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.23&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Why Is Ron Johnson Still a Competitive Candidate?: [Op-Ed]: [Op-Ed],2699590319,newspapers,"Cottle, Michelle", Senate," Copyright New York Times Company Aug 8, 2022"," Opinions , Commentary"," Aug 8, 2022", English, English, A.18," New York, N.Y.","Aug 8, 2022",New York Times,2022,https://www.proquest.com/newspapers/why-is-ron-johnson-still-competitive-candidate-op/docview/2699590319/se-2?accountid=14026, https://www.nytimes.com/2022/08/07/opinion/ron-johnson-wisconsin-senate.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Why+Is+Ron+Johnson+Still+a+Competitive+Candidate%3F%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Cottle%2C+Michelle&amp;rft.aulast=Cottle&amp;rft.aufirst=Michelle&amp;rft.date=2022-08-08&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.18&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
